what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.common.emf,1.2.1.v201008260500,"org.eclipse.wst.common.emf",1291829356566
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.2.v201008242000,"org.eclipse.wst.common.emfworkbench.integration",1291829356575
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1291829356576
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1291829356580
started,bundle,org.eclipse.wst.jsdt.core,1.1.2.v201009011528,"org.eclipse.wst.jsdt.core",1291829356584
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1291829356589
started,bundle,org.eclipse.wst.jsdt.ui,1.1.2.v201009010353,"org.eclipse.wst.jsdt.ui",1291829356637
started,bundle,org.eclipse.wst.web,1.1.401.v201007151900,"org.eclipse.wst.web",1291829356638
started,bundle,org.eclipse.wst.xml.core,1.1.502.v201009010342,"org.eclipse.wst.xml.core",1291829356651
started,bundle,org.springframework.ide.eclipse.aop.core,2.5.1.201011101000-RELEASE,"org.springframework.ide.eclipse.aop.core",1291829356653
started,bundle,org.springframework.ide.eclipse.aop.ui,2.5.1.201011101000-RELEASE,"org.springframework.ide.eclipse.aop.ui",1291829356655
started,bundle,org.springframework.ide.eclipse.beans.core,2.5.1.201011101000-RELEASE,"org.springframework.ide.eclipse.beans.core",1291829356660
started,bundle,org.springframework.ide.eclipse.beans.ui,2.5.1.201011101000-RELEASE,"org.springframework.ide.eclipse.beans.ui",1291829356686
started,bundle,org.springframework.ide.eclipse.core,2.5.1.201011101000-RELEASE,"org.springframework.ide.eclipse.core",1291829356693
started,bundle,org.springframework.ide.eclipse.ui,2.5.1.201011101000-RELEASE,"org.springframework.ide.eclipse.ui",1291829356695
started,bundle,org.eclipse.egit.core,0.9.3,"org.eclipse.egit.core",1291829356698
started,bundle,org.eclipse.egit.ui,0.9.3,"org.eclipse.egit.ui",1291829356717
started,bundle,org.eclipse.jgit,0.9.3,"org.eclipse.jgit",1291829356719
os,sysinfo,,,"linux",1291829356726
arch,sysinfo,,,"x86",1291829356726
ws,sysinfo,,,"gtk",1291829356726
locale,sysinfo,,,"fr_FR",1291829356726
processors,sysinfo,,,"2",1291829356726
java.runtime.name,sysinfo,,,"Java(TM) 2 Runtime Environment, Standard Edition",1291829356726
java.runtime.version,sysinfo,,,"1.5.0_22-b03",1291829356726
java.specification.name,sysinfo,,,"Java Platform API Specification",1291829356726
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1291829356726
java.specification.version,sysinfo,,,"1.5",1291829356726
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1291829356726
java.version,sysinfo,,,"1.5.0_22",1291829356726
java.vm.info,sysinfo,,,"mixed mode",1291829356726
java.vm.name,sysinfo,,,"Java HotSpot(TM) Server VM",1291829356726
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1291829356726
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1291829356726
java.vm.specification.version,sysinfo,,,"1.0",1291829356726
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1291829356726
java.vm.version,sysinfo,,,"1.5.0_22-b03",1291829356726
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1291829356732
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1291829356751
started,bundle,org.springframework.ide.eclipse.osgi.targetdefinition,2.5.1.201011101000-RELEASE,"org.springframework.ide.eclipse.osgi.targetdefinition",1291829356763
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1291829356914
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.100.I20100509-0800,"org.eclipse.ui.views.properties.tabbed",1291829356933
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1291829357087
closed,view,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.internal.introview",1291829357206
started,bundle,org.eclipse.team.svn.mylyn,0.7.9.I20100512-1900,"org.eclipse.team.svn.mylyn",1291829357496
started,bundle,org.eclipse.team.svn.core,0.7.9.I20100917-1700,"org.eclipse.team.svn.core",1291829357661
started,bundle,org.eclipse.team.svn.ui,0.7.9.I20101001-1700,"org.eclipse.team.svn.ui",1291829357869
started,bundle,org.polarion.eclipse.team.svn.connector.javahl16,2.2.2.I20100917-1700,"org.polarion.eclipse.team.svn.connector.javahl16",1291829357881
started,bundle,org.polarion.eclipse.team.svn.connector.svnkit16,2.2.2.I20100917-1700,"org.polarion.eclipse.team.svn.connector.svnkit16",1291829357910
activated,view,org.eclipse.egit.ui,0.9.3,"org.eclipse.egit.ui.RepositoriesView",1291829359612
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1291829363147
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1291829365685
opened,view,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1291829365965
activated,view,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1291829366111
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1291829367419
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.AllMarkersView",1291829376365
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ResourceNavigator",1291829403569
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ResourceNavigator",1291829403664
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.views.showView",1291829403676
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.AllMarkersView",1291829405791
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291829412335
opened,view,org.springframework.ide.eclipse.ui,2.5.1.201011101000-RELEASE,"org.springframework.ide.eclipse.ui.navigator.springExplorer",1291829418151
activated,view,org.springframework.ide.eclipse.ui,2.5.1.201011101000-RELEASE,"org.springframework.ide.eclipse.ui.navigator.springExplorer",1291829418217
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.views.showView",1291829418218
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.views.showView",1291829418218
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291829418246
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1291829437232
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.views.showView",1291829437242
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ResourceNavigator",1291829444037
activated,view,org.eclipse.egit.ui,0.9.3,"org.eclipse.egit.ui.RepositoriesView",1291829446366
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291829456869
