what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1291881600406
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1291881600680
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291881600752
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1291881617854
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1291881618111
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ResourceNavigator",1291881621020
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291881625499
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1291881626670
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1291881626888
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291881626945
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291881629052
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291881645915
activated,editor,org.maven.ide.eclipse.editor,0.12.0.20101115-1102,"org.maven.ide.eclipse.editor.MavenPomEditor",1291881653552
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ResourceNavigator",1291881665357
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291881677752
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1291881707755
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1291881710501
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.newWizard",1291881713233
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291881713257
error,log,,,"Could not update workspace index",1291881714076
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291881714401
error,log,,,"Could not update workspace index",1291881714421
started,bundle,org.eclipse.wst.html.core,1.1.402.v201008311901,"org.eclipse.wst.html.core",1291881715041
started,bundle,org.eclipse.jst.jee,1.0.301.v201007151900,"org.eclipse.jst.jee",1291881715041
started,bundle,org.eclipse.wst.css.core,1.1.401.v201008161749,"org.eclipse.wst.css.core",1291881715387
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291881715798
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291881715839
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291881716019
error,log,,,"Could not update workspace index",1291881716913
error,log,,,"Could not update workspace index",1291881716915
error,log,,,"Could not update workspace index",1291881716918
error,log,,,"Could not update workspace index",1291881716939
error,log,,,"Plug-in 'org.maven.ide.eclipse.refactoring' contributed an invalid Menu Extension (Path: 'org.eclipse.jdt.ui.refactoring.menu' is invalid): org.maven.ide.eclipse.editor.RenameProjectAction",1291881719209
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291881724333
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291881728647
executed,command,org.eclipse.egit.ui,0.9.3,"org.eclipse.egit.ui.team.Ignore",1291881737886
executed,command,org.eclipse.egit.ui,0.9.3,"org.eclipse.egit.ui.team.Ignore",1291881744081
error,log,,,"Plug-in 'org.maven.ide.eclipse.refactoring' contributed an invalid Menu Extension (Path: 'org.eclipse.jdt.ui.refactoring.menu' is invalid): org.maven.ide.eclipse.editor.RenameProjectAction",1291881746286
opened,editor,org.maven.ide.eclipse.editor,0.12.0.20101115-1102,"org.maven.ide.eclipse.editor.MavenPomEditor",1291881763454
